university_name,university_name_clean,country_name,country_name_clean,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,university_id
Northeast Normal University,northeast normal university,China,china,,34.8,28.2,15.6,60.9,45.5,31.1,18.6,3.0,70.0,U1933
University of Northern British Columbia (UNBC),university of northern british columbia (unbc),Canada,canada,,34.8,21.1,21.8,51.7,21.4,52.0,16.5,12.0,61.0,U1934
North South University,north south university,Bangladesh,bangladesh,,34.8,12.9,10.0,76.1,15.8,43.3,21.3,0.0,42.0,U0920
Nova Southeastern University,nova southeastern university,United States,united states,,34.8,39.1,12.2,50.1,38.9,34.4,16.5,4.0,71.0,U1425
Okayama University,okayama university,Japan,japan,,34.8,34.6,21.5,36.4,84.9,37.2,10.0,7.0,40.0,U0871
University of Oviedo,university of oviedo,Spain,spain,,34.8,29.0,18.5,49.2,40.6,37.8,9.2,4.0,54.0,U1935
Ozyegin University,ozyegin university,Turkey,turkey,,34.8,16.3,23.9,53.5,58.0,57.7,26.7,8.0,44.0,U1936
Pablo de Olavide University,pablo de olavide university,Spain,spain,,34.8,23.8,17.5,58.5,66.9,47.8,12.2,11.0,59.0,U1937
Palacký University Olomouc,palacký university olomouc,Czech Republic,czech republic,,34.8,23.4,23.9,49.8,36.8,61.8,15.2,14.0,68.0,U0658
Panthéon-Sorbonne University – Paris 1,panthéon-sorbonne university – paris 1,France,france,,34.8,33.9,31.8,36.6,27.3,67.7,29.8,20.0,62.0,U1938
University of Patras,university of patras,Greece,greece,,34.8,19.0,17.8,56.2,68.4,35.1,29.4,5.0,51.0,U0770
UPES,upes,India,india,,34.8,28.3,16.7,63.7,17.1,50.7,11.0,0.0,31.0,U1939
Université de Poitiers,université de poitiers,France,france,,34.8,28.6,25.7,36.0,45.0,58.9,31.5,11.0,57.0,U1151
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),pontifical catholic university of rio de janeiro (puc-rio),Brazil,brazil,,34.8,33.4,30.5,37.1,62.9,43.2,18.7,2.0,50.0,U1940
Portland State University,portland state university,United States,united states,,34.8,22.1,23.2,55.7,54.7,35.0,20.5,5.0,58.0,U1280
University of the Punjab,university of the punjab,Pakistan,pakistan,,34.8,27.7,14.7,62.4,24.9,46.7,22.0,1.0,52.0,U0572
Qassim University,qassim university,Saudi Arabia,saudi arabia,,34.8,36.0,20.4,42.8,21.6,80.2,10.2,7.0,62.0,U0785
Qom University of Medical Sciences,qom university of medical sciences,Iran,iran,,34.8,35.2,7.3,60.0,17.9,22.4,9.3,4.0,55.0,U1941
University of Regina,university of regina,Canada,canada,,34.8,17.8,19.5,62.9,36.1,71.0,24.6,26.0,49.0,U1001
Reichman University,reichman university,Israel,israel,,34.8,13.1,16.6,64.3,31.4,63.6,35.0,28.0,52.0,U1942
University of Rennes 1,university of rennes 1,France,france,,34.8,32.1,17.9,44.7,64.0,63.8,17.5,12.0,52.0,U1943
Robert Gordon University,robert gordon university,United Kingdom,united kingdom,,34.8,17.5,13.2,53.4,36.0,87.1,21.0,26.0,60.0,U0924
Rochester Institute of Technology,rochester institute of technology,United States,united states,,34.8,22.9,20.2,58.4,60.7,46.3,16.0,13.0,37.0,U1944
University of Roehampton,university of roehampton,United Kingdom,united kingdom,,34.8,23.0,21.5,52.0,35.8,85.0,19.6,36.0,67.0,U1945
University of Salamanca,university of salamanca,Spain,spain,,34.8,32.0,21.8,50.4,39.9,53.6,14.7,13.0,61.0,U0544
University of Salford,university of salford,United Kingdom,united kingdom,,34.8,18.8,15.0,61.1,46.9,82.2,20.3,23.0,55.0,U0946
San Diego State University,san diego state university,United States,united states,,34.8,21.5,11.9,71.1,58.3,37.0,28.1,5.0,58.0,U1085
Savitribai Phule Pune University,savitribai phule pune university,India,india,,34.8,44.0,11.8,54.5,22.8,25.2,9.6,4.0,44.0,U0640
Sechenov University,sechenov university,Russian Federation,russian federation,,34.8,32.6,17.1,47.7,39.4,62.1,8.1,26.0,69.0,U0797
University of Seoul,university of seoul,South Korea,south korea,,34.8,28.8,26.1,41.0,52.1,34.9,14.4,4.0,42.0,U1184
University of Seville,university of seville,Spain,spain,,34.8,23.8,24.5,53.6,50.8,44.6,16.7,8.0,55.0,U1946
Shahrekord University of Medical Sciences,shahrekord university of medical sciences,Iran,iran,,34.8,33.7,10.5,62.1,17.3,20.6,9.2,0.0,53.0,U1947
Shantou University,shantou university,China,china,,34.8,21.2,16.4,63.0,33.8,42.9,13.3,1.0,49.0,U1948
Sheffield Hallam University,sheffield hallam university,United Kingdom,united kingdom,,34.8,19.4,14.4,66.7,33.1,64.0,17.7,12.0,55.0,U1086
Shiraz University,shiraz university,Iran,iran,,34.8,29.3,24.6,55.0,57.4,29.1,20.8,2.0,53.0,U0694
Shiraz University of Medical Sciences,shiraz university of medical sciences,Iran,iran,,34.8,41.7,12.7,55.7,24.5,24.1,10.1,2.0,56.0,U1949
Shri Mata Vaishno Devi University,shri mata vaishno devi university,India,india,,34.8,24.7,17.2,68.0,26.1,22.8,20.3,0.0,34.0,U1950
Siksha ‘O’ Anusandhan,siksha ‘o’ anusandhan,India,india,,34.8,37.9,16.7,47.7,40.8,19.9,11.9,2.0,52.0,U1951
Sogang University,sogang university,South Korea,south korea,,34.8,27.2,30.6,39.8,73.3,45.0,23.9,19.0,47.0,U0577
Institute of Space Technology,institute of space technology,Pakistan,pakistan,,34.8,18.6,13.3,70.5,16.5,47.1,13.4,0.0,25.0,U1952
University of Tabuk,university of tabuk,Saudi Arabia,saudi arabia,,34.8,16.9,10.4,69.0,26.1,75.6,19.5,2.0,60.0,U1185
Technical University of Madrid,technical university of madrid,Spain,spain,,34.8,26.6,15.8,49.8,57.4,53.8,15.8,14.0,33.0,U1953
"University of Technology, Iraq","university of technology, iraq",Iraq,iraq,,34.8,25.8,9.2,65.7,20.0,25.0,6.9,0.0,46.0,U1954
University of Texas at El Paso,university of texas at el paso,United States,united states,,34.8,24.5,28.7,44.8,51.9,46.8,22.9,6.0,55.0,U1955
Tokyo University of Agriculture and Technology,tokyo university of agriculture and technology,Japan,japan,,34.8,35.0,29.1,29.6,84.5,38.1,15.6,7.0,34.0,U0879
Tokyo Medical University,tokyo medical university,Japan,japan,,34.8,35.1,17.0,54.0,70.4,21.4,3.4,1.0,51.0,U1956
Tomsk Polytechnic University,tomsk polytechnic university,Russian Federation,russian federation,,34.8,40.5,23.5,31.7,54.9,69.4,10.6,29.0,31.0,U1957
University of Tours,university of tours,France,france,,34.8,32.7,15.9,42.2,52.9,61.2,21.8,11.0,60.0,U1958
University of Trás-os-Montes and Alto Douro,university of trás-os-montes and alto douro,Portugal,portugal,,34.8,22.5,31.2,44.6,23.5,40.5,9.2,6.0,53.0,U1959
University of Tunis El Manar,university of tunis el manar,Tunisia,tunisia,,34.8,42.3,19.9,31.1,49.5,50.5,9.6,6.0,72.0,U1960
Urmia University,urmia university,Iran,iran,,34.8,29.6,19.5,56.9,25.8,38.0,26.4,12.0,49.0,U1961
"University of Veterinary and Animal Sciences, Lahore","university of veterinary and animal sciences, lahore",Pakistan,pakistan,,34.8,22.2,17.0,53.7,46.7,55.5,19.2,1.0,53.0,U1962
University of Vic – Central University of Catalonia,university of vic – central university of catalonia,Spain,spain,,34.8,19.1,13.1,70.8,20.2,59.1,13.1,19.0,61.0,U1963
University of Vigo,university of vigo,Spain,spain,,34.8,25.1,17.9,57.8,49.5,47.4,15.1,5.0,52.0,U1964
Vilnius University,vilnius university,Lithuania,lithuania,,34.8,26.6,17.5,51.4,44.4,46.7,9.1,9.0,65.0,U0439
Waseda University,waseda university,Japan,japan,,34.8,33.7,26.2,43.1,56.7,54.8,14.3,13.0,39.0,U0182
Wenzhou University,wenzhou university,China,china,,34.8,16.2,15.0,78.1,27.8,34.8,18.6,2.0,59.0,U1965
Wenzhou Medical University,wenzhou medical university,China,china,,34.8,18.4,13.6,68.7,38.3,42.8,14.6,3.0,61.0,U1966
University of Westminster,university of westminster,United Kingdom,united kingdom,,34.8,19.4,18.1,55.3,40.0,87.1,19.8,48.0,60.0,U0749
Yıldız Technical University,yıldız technical university,Turkey,turkey,,34.8,32.1,28.0,41.2,64.1,40.9,24.8,13.0,43.0,U1967
Yokohama City University,yokohama city university,Japan,japan,,34.8,28.4,11.3,59.4,62.4,29.0,6.0,3.0,55.0,U0952
Zagazig University,zagazig university,Egypt,egypt,,34.8,14.2,9.2,71.4,49.8,49.0,25.2,2.0,52.0,U1401
University of Zaragoza,university of zaragoza,Spain,spain,,34.8,28.3,18.5,46.4,55.7,42.8,10.2,7.0,54.0,U1968
ZHAW Zurich University of Applied Sciences,zhaw zurich university of applied sciences,Switzerland,switzerland,,34.8,22.2,15.8,46.0,59.2,72.4,12.3,11.0,52.0,U1969
Zhejiang Gongshang University,zhejiang gongshang university,China,china,,34.8,21.8,12.6,61.1,30.8,44.1,11.5,7.0,58.0,U1970
University of A Coruña,university of a coruña,Spain,spain,,30.450000000000003,24.2,17.5,45.6,36.1,36.5,12.4,5.0,51.0,U1971
"Adam Mickiewicz University, Poznań","adam mickiewicz university, poznań",Poland,poland,,30.450000000000003,19.7,28.4,43.5,29.6,37.8,25.0,6.0,68.0,U1972
AGH University of Krakow,agh university of krakow,Poland,poland,,30.450000000000003,25.8,20.9,38.6,68.5,29.9,12.2,3.0,35.0,U1973
Aichi Medical University,aichi medical university,Japan,japan,,30.450000000000003,30.5,13.5,43.1,39.5,21.5,2.9,1.0,58.0,U1974
Ain Shams University,ain shams university,Egypt,egypt,,30.450000000000003,27.9,15.3,45.8,48.0,51.8,13.3,6.0,52.0,U0592
Akdeniz University,akdeniz university,Turkey,turkey,,30.450000000000003,22.7,27.3,42.6,54.7,25.2,47.3,4.0,45.0,U1975
Al-Balqa Applied University,al-balqa applied university,Jordan,jordan,,30.450000000000003,12.0,13.6,59.2,22.5,39.3,27.3,2.0,59.0,U1203
University of Alicante,university of alicante,Spain,spain,,30.450000000000003,25.0,19.8,43.8,51.6,44.6,14.5,10.0,59.0,U0840
University of Almería,university of almería,Spain,spain,,30.450000000000003,21.7,18.9,48.9,33.7,42.2,17.0,10.0,55.0,U1976
An-Najah National University,an-najah national university,Palestine,palestine,,30.450000000000003,13.3,9.8,65.4,21.0,61.2,21.7,11.0,66.0,U1010
University of Applied Sciences and Arts of Western Switzerland,university of applied sciences and arts of western switzerland,Switzerland,switzerland,,30.450000000000003,24.0,13.1,38.3,33.8,87.4,6.5,29.0,54.0,U1977
Ateneo de Manila University,ateneo de manila university,Philippines,philippines,,30.450000000000003,30.8,10.8,52.4,27.6,33.5,11.1,1.0,52.0,U0516
Universidad Autónoma de Chile,universidad autónoma de chile,Chile,chile,,30.450000000000003,12.5,12.2,54.5,16.1,55.4,25.5,1.0,65.0,U1446
Azarbaijan Shahid Madani University,azarbaijan shahid madani university,Iran,iran,,30.450000000000003,14.9,15.3,67.9,19.0,27.9,27.1,2.0,61.0,U1978
Babeş-Bolyai University,babeş-bolyai university,Romania,romania,,30.450000000000003,23.3,16.8,46.0,35.2,39.0,21.1,4.0,64.0,U1979
Bahauddin Zakariya University,bahauddin zakariya university,Pakistan,pakistan,,30.450000000000003,19.6,12.6,58.5,19.2,48.1,27.2,0.0,40.0,U1209
Bangladesh Agricultural University (BAU),bangladesh agricultural university (bau),Bangladesh,bangladesh,,30.450000000000003,29.5,9.9,45.2,22.6,49.5,11.4,1.0,45.0,U1980
Bangladesh University of Engineering and Technology,bangladesh university of engineering and technology,Bangladesh,bangladesh,,30.450000000000003,21.7,15.8,50.7,35.2,29.8,13.2,0.0,22.0,U0765
Bartin University,bartin university,Turkey,turkey,,30.450000000000003,11.1,13.0,69.6,16.3,37.4,31.8,11.0,39.0,U1981
University of Bedfordshire,university of bedfordshire,United Kingdom,united kingdom,,30.450000000000003,17.5,14.3,52.4,25.6,83.9,29.1,64.0,59.0,U1982
Benha University,benha university,Egypt,egypt,,30.450000000000003,15.7,9.2,66.5,18.9,49.1,30.9,2.0,42.0,U1983
Beni-Suef University,beni-suef university,Egypt,egypt,,30.450000000000003,16.8,9.8,61.1,19.5,51.4,31.6,0.0,49.0,U1984
Bowling Green State University,bowling green state university,United States,united states,,30.450000000000003,22.4,13.9,52.7,40.5,28.9,17.6,3.0,57.0,U1985
Brno University of Technology,brno university of technology,Czech Republic,czech republic,,30.450000000000003,22.2,19.3,39.0,70.3,58.3,15.5,25.0,28.0,U0615
University of Bucharest,university of bucharest,Romania,romania,,30.450000000000003,24.8,21.1,43.2,25.3,29.1,33.3,2.0,70.0,U0844
University of Cadiz,university of cadiz,Spain,spain,,30.450000000000003,20.4,16.7,43.7,30.0,42.3,17.7,8.0,55.0,U1986
University of Calcutta,university of calcutta,India,india,,30.450000000000003,40.0,15.2,33.7,30.3,19.3,14.2,0.0,54.0,U0760
Canterbury Christ Church University,canterbury christ church university,United Kingdom,united kingdom,,30.450000000000003,20.7,13.8,44.6,18.0,59.6,20.1,15.0,68.0,U1022
University of Central Lancashire,university of central lancashire,United Kingdom,united kingdom,,30.450000000000003,18.3,13.8,51.9,34.3,82.3,16.3,28.0,58.0,U0997
Central Michigan University,central michigan university,United States,united states,,30.450000000000003,28.8,15.3,46.8,44.9,33.4,18.3,3.0,60.0,U1217
"University of Chemistry and Technology, Prague","university of chemistry and technology, prague",Czech Republic,czech republic,,30.450000000000003,32.8,14.7,29.0,45.7,51.0,8.3,23.0,57.0,U0570
China Pharmaceutical University,china pharmaceutical university,China,china,,30.450000000000003,23.4,18.3,52.8,73.4,22.2,16.4,3.0,65.0,U1987
Chung Yuan Christian University,chung yuan christian university,Taiwan,taiwan,,30.450000000000003,18.1,24.4,39.0,62.6,41.2,33.5,7.0,46.0,U1024
University of Colombo,university of colombo,Sri Lanka,sri lanka,,30.450000000000003,25.4,10.6,60.2,18.7,39.3,32.0,0.0,60.0,U0998
Comenius University in Bratislava,comenius university in bratislava,Slovakia,slovakia,,30.450000000000003,31.2,16.6,41.8,25.0,52.6,10.5,15.0,65.0,U1988
Czech Technical University in Prague,czech technical university in prague,Czech Republic,czech republic,,30.450000000000003,30.9,18.8,32.2,51.9,60.2,8.7,21.0,30.0,U0420
Democritus University of Thrace,democritus university of thrace,Greece,greece,,30.450000000000003,16.1,16.5,54.3,32.1,30.4,36.4,3.0,48.0,U1989
Universidad del Desarrollo,universidad del desarrollo,Chile,chile,,30.450000000000003,17.8,10.8,53.0,21.2,52.2,14.4,4.0,57.0,U1990
Diego Portales University,diego portales university,Chile,chile,,30.450000000000003,15.3,11.8,53.8,18.0,53.0,17.6,2.0,50.0,U1991
Université Djillali Liabès de Sidi Bel-Abbès,université djillali liabès de sidi bel-abbès,Algeria,algeria,,30.450000000000003,30.6,9.3,46.0,16.9,37.4,19.7,1.0,56.0,U1992
Don State Technical University,don state technical university,Russian Federation,russian federation,,30.450000000000003,20.6,9.0,54.9,17.9,31.7,12.4,12.0,53.0,U1402
Dr B.R. Ambedkar National Institute of Technology Jalandhar,dr b.r. ambedkar national institute of technology jalandhar,India,india,,30.450000000000003,25.4,13.2,54.6,22.2,17.8,24.1,1.0,36.0,U1993
Durban University of Technology,durban university of technology,South Africa,south africa,,30.450000000000003,17.3,11.8,62.0,18.4,46.5,35.3,1.0,55.0,U1994
University of East London,university of east london,United Kingdom,united kingdom,,30.450000000000003,21.8,15.1,41.0,28.2,84.9,26.1,52.0,56.0,U0939
Edge Hill University,edge hill university,United Kingdom,united kingdom,,30.450000000000003,18.1,13.8,55.6,22.0,54.7,16.4,6.0,70.0,U1995
"University of Engineering and Technology, Peshawar","university of engineering and technology, peshawar",Pakistan,pakistan,,30.450000000000003,13.7,11.5,60.9,25.0,49.8,21.7,2.0,6.0,U1996
University of Engineering & Technology (UET) Lahore,university of engineering & technology (uet) lahore,Pakistan,pakistan,,30.450000000000003,18.8,9.9,53.5,24.1,50.6,13.4,2.0,29.0,U0761
European University of Madrid,european university of madrid,Spain,spain,,30.450000000000003,21.5,10.9,54.3,17.7,61.7,12.0,30.0,50.0,U1997
University of Extremadura,university of extremadura,Spain,spain,,30.450000000000003,24.7,12.4,51.9,22.4,35.7,10.7,3.0,55.0,U1998
Fayoum University,fayoum university,Egypt,egypt,,30.450000000000003,15.9,11.9,65.5,24.9,46.4,18.0,0.0,62.0,U1999
Federal University of São Carlos,federal university of são carlos,Brazil,brazil,,30.450000000000003,33.4,19.8,33.5,44.8,29.5,16.1,1.0,51.0,U2000
Federal University of Technology Akure,federal university of technology akure,Nigeria,nigeria,,30.450000000000003,24.8,11.1,50.6,18.2,40.4,24.5,0.0,26.0,U2001
Financial University under the Government of the Russian Federation,financial university under the government of the russian federation,Russian Federation,russian federation,,30.450000000000003,26.7,18.0,50.3,30.9,34.5,13.0,9.0,51.0,U0962
Firat University,firat university,Turkey,turkey,,30.450000000000003,19.2,10.3,64.5,19.7,31.5,25.4,6.0,49.0,U2002
Florida Agricultural and Mechanical University,florida agricultural and mechanical university,United States,united states,,30.450000000000003,33.4,16.7,39.8,37.3,50.3,15.7,1.0,67.0,U2003
University of Franche-Comté,university of franche-comté,France,france,,30.450000000000003,21.3,15.7,40.6,44.9,70.6,33.5,11.0,58.0,U2004
Fu Jen Catholic University,fu jen catholic university,Taiwan,taiwan,,30.450000000000003,24.0,29.2,26.3,65.5,31.1,27.2,6.0,59.0,U1233
Fujian Agriculture and Forestry University,fujian agriculture and forestry university,China,china,,30.450000000000003,18.3,15.5,62.0,34.8,32.7,17.1,1.0,53.0,U2005
Fujita Health University,fujita health university,Japan,japan,,30.450000000000003,27.6,13.0,55.4,53.3,22.3,3.6,1.0,58.0,U2006
